"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a12","a1","a1a","a7","a7a","a7b","a7c","a11","a9","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","d30a","d30b","TRd1a","TRd1b","TRd1c","TRd1dx1","TRd2dx2","TRd2","TRd3","TRd4","TRd5a","TRd5b","TRd6","TRd7","TRd9a","TRd9b","TRd9c","TRd9d","TRd9e","TRd9f","TRd9g","TRd9h","TRd9i","TRd9j","TRd9l","TRd9m","TRd11","TRd13a","TRd13b","TRd13c","TRd13cx","TRd14","TRd15","TRd16","e1","e2b","e6","e11","e30","AFe31","AFe32","AFe33a","AFe33b","AFe33c","AFe33d","AFe33e","AFe33f","AFe33g","AFe33gx","AFe34","h1","h2","h3x","h4x","h5","h6x","h7x","h8","h9","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","AFk3a","k4","n5a","n5b","k5a","k5a1","k5i","k5i1","k5bc","k5bc1","k5e","k5e1","k5f","k5f1","AFk5hdj_a1","AFk5hdj_a1_1","AFk5hdj_a2","AFk5hdj_a2_1","AFk5e2","k4b","n5c","n5d","k6","k7","k8","k9","mc1","k10","k11","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","k20a1","k21","k30","MMs1","MMs1a","MMs2","MMs3","MMs4","MMs5","MMs6","MMs7","MMs8","MMs9","MMs10","MMs11a","MMs11b","MMs11c","MMs11d","MMs11e","MMs11f","mc2","mc3","mc4","mc4x","mc5","mc6","mc6x","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","AFl11a","AFl11b","AFl11c","AFl11d","AFl11e","AFl11f","AFl11g","AFl12","AFl13a","AFl13b","AFl13c","AFl13d","AFl13e","AFl13x","AFl14a1x","AFl14d1","AFl14a2x","AFl14d2","AFl14a3x","AFl14d3","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
613990,293,4,3,1,1,2,2,2008,50,3,1,2,15,4,2017,21,23,2008,32,1,2,NA,NA,NA,NA,NA,2,"",99,0,0,0,100,2,NA,1975,10,1,1975,40,2,1,"Iso 9001",2,NA,NA,1,-9,NA,NA,-9,NA,1,-9,2,NA,NA,NA,NA,NA,1,1,4,1,6,"Sale Of New Vehicles",5010,80,1.0102e+10,"Ten Billion One Hundred Two Million",-9,100,0,0,NA,NA,NA,NA,NA,0,0,0,100,1,60,NA,0,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,4,1,1,2,1,2,2,2,2,2,"",0,1,1,"Sale Of Chinese Buses","Completely New",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,NA,5000000,2,NA,NA,0,100,80,100,0,0,0,0,NA,1,-9,-9,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,-9,-9,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",3,10,1,2,2,2,NA,0,NA,1,7,2,2,NA,NA,0,0,0,4,0,0,53,48,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,-9,1,NA,NA,NA,NA,2,2,1,1,0,1,1,1,1,1,1,1,2,"","-7",NA,"-7",NA,"-7",NA,0,0,4,13000000,NA,10000000,NA,NA,NA,NA,"Chief Administrative Officer",35,1,"",NA,NA,"",NA,NA,15,4,2017,22,6,1,1,1,NA,NA,1,3,4,0,1.81683969497681,3.61414766311646,6.151535987854,14
613991,296,4,1,2,2,1,2,2000,50,3,2,1,26,4,2017,8,42,2006,32,1,1,80,2,NA,NA,1,2,"",-9,-9,-9,-9,-9,-9,NA,-9,10,1,2015,10,2,2,"",2,NA,NA,1,-9,NA,NA,-9,NA,1,-9,2,NA,NA,NA,NA,NA,1,2,0,0,3,"Sale Of Fuel And Lubricants",5050,100,15942000,"Fifteen Million Nine Hundred Forty Two Thousand",-9,100,0,0,NA,NA,NA,NA,NA,-7,NA,-9,-9,-9,NA,NA,0,-9,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,"",2,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,-9,0,-9,-9,-9,-9,-9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,0,1,30,5,2,NA,2,NA,1,-9,1,-9,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,2,"",-9,0,1,3,2,2,NA,NA,0,2,NA,NA,2,NA,NA,0,1,0,0,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,NA,NA,NA,1,2,1,1,0,-7,-7,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,13,8922000,NA,902285,NA,NA,NA,NA,"Manager",10,1,"",NA,NA,"",NA,NA,26,4,2017,10,51,1,1,1,NA,NA,2,1,4,0,1.24554741382599,1.30503034591675,1.31401693820953,22
613992,312,3,1,1,1,1,2,2000,60,3,1,3,14,6,2017,17,30,2008,32,1,1,2,1,1,1,NA,3,"",100,100,0,0,0,2,NA,1984,60,1,1984,33,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,-7,4,6,"Passenger Transport By Road",6021,50,2.5e+09,"Two Billion Five Hundred Million",1e+09,50,50,0,NA,NA,NA,NA,1984,0,0,100,0,NA,NA,NA,4,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",33,1,1,NA,NA,NA,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,2,"The Company Has Set Up Easier Means Of Communication Between The Managers. They Now Have A Corporate Solution Which Allows Them To Communicate Free Of Charge","Completely New",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,NA,1500000,2,NA,NA,2,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,NA,2016,1e+09,1,2,2,2,1,2,-9,1,1e+09,1,2,1,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",1,0,1,12,2,1,0,NA,0,1,1,2,1,1,2,0,0,0,0,3,0,100,31,NA,NA,NA,NA,NA,NA,NA,0,50,0,4,-9,2,NA,NA,NA,NA,1,1,1,1,0,1,1,1,2,2,1,2,2,"","-9",NA,"-9",NA,"-9",NA,0,2,15,-9,NA,-9,NA,NA,NA,NA,"Director General",33,1,"",NA,NA,"",NA,NA,18,6,2017,12,11,1,2,3,2,0,1,1,3,0,1.66440069675446,2.03083682060242,3.60691332817078,5
613993,314,4,3,1,1,1,2,2000,60,3,1,3,5,5,2017,16,56,2008,32,1,1,15,1,1,2,NA,1,"",50,100,0,0,0,2,NA,2012,150,1,2012,10,2,2,"",1,60,-9,1,30,3,0,2,NA,1,100,1,30,-9,NA,NA,NA,1,1,3,3,6,"Passenger Ticketing",6304,98,2e+09,"Two Billion",2.5e+09,100,0,0,NA,NA,NA,NA,NA,1,1,20,80,1,92,NA,2,2,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,2,2,2,"",0,2,NA,"","",2,"","",1,10000000,NA,NA,80,20,0,80,20,0,2,NA,NA,NA,NA,"",2,1,7,NA,1,1,NA,4,20,7,80,20,0,0,0,NA,1,250000000,10000000,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,1,1,1,NA,2013,2e+08,1,1,2,2,2,2,300000000,1,3.5e+08,-9,1,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,NA,NA,"",NA,3,"",2,15,1,2,-9,1,-9,1,NA,2,NA,NA,2,NA,NA,3,2,3,2,3,0,280,180,NA,NA,NA,NA,NA,NA,NA,10,50,0,4,10,1,NA,NA,NA,NA,1,0,0,0,0,1,1,2,NA,NA,NA,NA,NA,"","University Abdou Moumouni In Niamey",3,"-9",NA,"-9",NA,3,3,4,15000000,NA,4800000,NA,NA,NA,NA,"It Engineer",5,1,"",NA,NA,"",NA,NA,5,5,2017,17,43,2,2,1,NA,NA,1,3,4,0,1.81683969497681,3.61414766311646,6.151535987854,14
613994,319,4,1,1,1,2,2,2000,52,2,1,1,5,5,2017,10,34,2014,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,1,100,2011,3,1,2011,8,1,2,"",1,2,2,1,2,12,0,NA,80000,1,20,2,NA,NA,NA,NA,NA,2,2,0,0,2,"Sale Of Drugs And Other Pharmaceutical Products",5231,100,-9,"",-9,100,0,0,NA,NA,NA,NA,NA,0,0,0,100,2,NA,NA,0,2,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,4,1,1,1,1,1,1,2,2,2,"",2,1,2,"The Pharmacy Now Has A Service Which Gives Its Customers Health Advice In The Form Of Consultations","Customer Advice",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,100,3,"",0,1,-9,NA,2,NA,NA,4,0,0,100,0,0,0,0,NA,1,600000,0,NA,600000,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,2,NA,NA,"",NA,1,"",2,20,1,-9,2,2,NA,NA,0,2,NA,NA,2,NA,NA,3,2,1,4,4,1,10,7,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,100,1,NA,NA,NA,NA,1,2,2,2,1,1,1,1,2,2,2,2,2,"","University Abdou Moumouni In Niamey",4,"University Abdou Moumouni In Niamey",4,"National School Of Public Health",3,0,0,12,9000000,NA,-9,-9,NA,NA,NA,"Doctor/ Manager",8,2,"",NA,NA,"",NA,NA,5,5,2017,11,55,2,4,1,NA,NA,1,1,4,0,4.40169286727905,5.77104330062866,10.2806177139282,7
613995,324,3,3,1,1,1,2,2000,72,3,1,3,20,4,2017,17,38,2007,32,1,1,12,2,NA,NA,1,5,"",90,5,95,0,0,2,NA,2008,100,1,2008,15,2,1,"Iso 2001",2,NA,NA,1,20,2,0,10,NA,1,50,2,NA,NA,NA,NA,NA,1,1,3,0,6,"Telecom Services (Mobile Telephony And Internet)",7290,100,-9,"",-9,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,2,NA,NA,-7,-7,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,-7,2,1,2,1,2,2,2,2,2,"",-7,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",-7,2,NA,NA,2,NA,NA,0,100,-9,90,10,0,0,0,NA,1,-9,-9,90,NA,0,NA,10,NA,0,NA,0,NA,0,NA,0,NA,NA,1,-9,-9,1,1,1,1,NA,2013,2e+10,2,NA,NA,NA,NA,NA,NA,1,2e+10,2,2,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,2,NA,NA,"",NA,3,"",4,0,1,3,2,2,NA,NA,0,2,NA,NA,2,NA,NA,0,1,0,0,-7,0,500,-9,NA,NA,NA,NA,NA,NA,NA,150,0,NA,NA,60,2,NA,NA,NA,NA,1,2,1,2,0,0,1,2,NA,NA,NA,NA,NA,"","University Abdou Moumouni In Niamey",3,"African Institute Of Technology",3,"-9",NA,0,1,13,-9,NA,-9,NA,NA,NA,NA,"Manager",7,1,"",NA,NA,"",NA,NA,20,4,2017,19,4,2,3,1,NA,NA,1,3,3,0,1,1.68214023113251,2.85453701019287,12
613996,328,4,1,1,1,1,2,2000,52,2,1,1,10,5,2017,14,38,2014,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2005,8,1,2005,25,2,2,"",2,NA,NA,1,50,0,30,3,NA,1,100,2,NA,NA,NA,NA,NA,1,1,3,3,2,"Sale Of Kitchenware",5220,-9,70000010,"Seventy Million Ten",70305069,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,1,45,NA,2,2,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,2,"The Sale Of Living Room Carpets For Interior Decoration","Initially The Sales Were Based On Household Appliances",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,200,3,"",1,1,2,NA,1,NA,2000000,3,0,0,80,20,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,NA,2016,-8,2,NA,NA,NA,NA,NA,NA,1,-8,1,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,2,-9,2,2,2,NA,NA,"",NA,1,"",3,3,1,2,2,2,NA,1,NA,1,3,2,2,NA,NA,1,1,1,2,3,1,9,7,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,0,2,NA,NA,NA,NA,1,1,-7,1,1,2,2,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,2,3,12,43450555,NA,1999599,7585208,NA,NA,NA,"Director General",12,1,"",NA,NA,"",NA,NA,10,5,2017,16,0,1,4,3,1,20,1,1,4,0,4.40169286727905,5.77104330062866,10.2806177139282,7
613997,329,4,1,2,2,1,2,2000,55,3,2,2,23,4,2017,14,17,2021,32,1,1,2,1,1,1,NA,3,"",100,100,0,0,0,2,NA,2002,15,1,2002,12,2,2,"",2,NA,NA,1,5,2,0,10,NA,1,12,2,NA,NA,NA,NA,NA,1,2,2,3,5,"Accommodation",5510,70,2.62e+08,"Two Hundred Sixty Two Million",2.78e+08,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,0,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"We Have Installed A Wifi Connection, Which Is Not The Case In Other Hotels","The Connection Is New. All The Guests Have A Connection In Their Rooms",1,"Connection Of Flat Screen Televisions","There Are No Flat Screen Televisions In The Other Hotels",2,NA,NA,NA,100,0,0,100,0,0,1,365,2,NA,NA,"",1,1,3,NA,1,1,NA,1,0,15,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,NA,2016,3e+08,1,1,2,2,2,2,500000000,1,3e+08,2,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,5,"",1,20,1,2,2,2,NA,0,NA,2,NA,NA,2,NA,NA,0,1,0,1,0,2,23,15,NA,NA,NA,NA,NA,NA,NA,0,5,0,1,0,2,NA,NA,NA,NA,1,1,0,2,0,1,0,1,1,2,2,2,2,"","-7",NA,"-7",NA,"-7",NA,1,0,12,14000000,NA,12000000,NA,NA,NA,NA,"Manager",12,1,"Chief Sales Officer",1,1,"Accountant",12,1,23,4,2017,15,2,1,1,2,0,45,2,1,4,0,1.24554741382599,1.30503034591675,1.31401693820953,22
613998,333,2,1,1,1,2,2,2000,15,1,1,1,20,4,2017,16,49,2002,32,1,2,NA,NA,NA,NA,NA,1,"",70,100,0,0,0,2,NA,2012,12,1,2012,10,2,2,"",2,NA,NA,1,9,5,0,NA,790000,1,-9,2,NA,NA,1,9,5,2,2,4,-7,1,"Bread Baking",1541,100,172800000,"One Hundred Seventy Two Million Eight Hundred Thousand",230400000,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,2,NA,NA,3,-7,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,4,2,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,100,56,100,0,0,100,0,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,-7,-9,-9,0,0,0,100,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,-9,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,2,-7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",-7,-9,1,-9,-9,2,NA,-9,NA,2,NA,NA,2,NA,NA,2,0,-9,0,0,-7,19,19,10,9,-9,-9,-9,0,0,NA,0,NA,NA,1,2,NA,NA,NA,NA,1,1,1,1,0,0,2,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,1,3,8,10000000,38800000,6000000,NA,172000000,-9,-9,"Director General",4,1,"",NA,NA,"",NA,NA,20,4,2017,17,41,2,2,1,NA,NA,1,1,2,0,1,1.11541867256165,2.09645295143127,3
613999,335,3,2,2,2,1,2,2000,51,3,2,3,21,4,2017,14,48,2021,32,1,1,3,1,1,1,NA,3,"",100,100,0,0,0,2,NA,2006,3,1,2006,5,2,2,"",2,NA,NA,1,-9,NA,NA,5,NA,1,25,2,NA,NA,NA,NA,NA,1,2,2,2,3,"Sale Of Oil, Rice, Sugar, Powdered Milk",5121,75,1e+09,"One Billion",1.3e+10,20,0,80,NA,NA,NA,NA,2012,1,1,10,90,2,NA,NA,2,3,5,0,95,"Nigeria","Mali",2012,-9,5,1,2,2,NA,0,0,1,3,1,1,1,4,3,4,3,4,4,100,0,0,"Benin",5,1,1,NA,NA,NA,1,3,1,1,1,2,2,2,2,2,1,"His Business Partner",1,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,1,1,NA,1,1,NA,2,25,25,40,60,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,1,1,NA,-9,-8,1,1,2,1,2,2,-9,1,1e+09,1,1,NA,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,1,"",1,-9,1,3,2,2,NA,0,NA,1,45,1,2,NA,NA,1,1,1,1,1,3,200,180,NA,NA,NA,NA,NA,NA,NA,0,100,0,4,15,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","University Dan Dicko Dankoulodo Of Maradi",2,"Technical Business School",3,"Higher Institute Of Technology",3,1,1,2,100000000,NA,300000,NA,NA,NA,NA,"Director General",11,1,"Administrative Officer",1,1,"Accountant",1,1,21,4,2017,16,14,1,2,2,1,30,2,2,3,0,1.56311190128326,1.6597113609314,1.51763164997101,24
614000,352,3,1,1,1,1,2,2000,64,3,1,3,19,6,2017,13,47,2006,32,1,1,-9,1,1,2,NA,6,"Public Limited Company",-9,0,100,0,0,1,20,1992,250,1,1992,20,2,1,"Iso 9001",2,NA,NA,1,-9,NA,NA,0,NA,1,100,2,NA,NA,NA,NA,NA,1,1,3,2,6,"Express Courier Services",6411,65,-9,"",-9,-9,-9,-9,NA,NA,NA,NA,-9,-7,NA,0,100,1,7,NA,2,2,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,1,1,2,1,2,2,2,2,2,"",0,1,2,"Freight, Sea- And Airfreight Across The Territory","Completely New",1,"The Signed Proof Of Delivery On The Invoice So That The Customer Knows Who Received The Goods","Completely New",1,-9,NA,NA,20,80,0,100,0,0,1,30,2,NA,NA,"",1,1,1,NA,1,-9,NA,2,0,60,50,50,0,0,0,NA,1,-9,-9,50,NA,0,NA,50,NA,0,NA,0,NA,0,NA,0,NA,NA,1,-9,-9,1,-9,1,1,NA,2016,-9,1,1,2,2,2,2,-9,-9,NA,2,-9,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,-9,-9,-9,2,NA,NA,"",NA,3,"",1,30,1,4,2,2,NA,-9,NA,-9,NA,NA,2,NA,NA,1,1,2,1,1,0,600,-9,NA,NA,NA,NA,NA,NA,NA,250,200,200,12,80,1,NA,NA,NA,NA,2,2,2,1,2,1,1,1,2,1,2,2,2,"","Lagos University",3,"Nsukka University",3,"Ife University",3,1,0,8,-9,NA,-9,NA,NA,NA,NA,"Country Manager",10,1,"",NA,NA,"",NA,NA,19,6,2017,14,18,1,1,1,NA,NA,1,1,3,0,1.66440069675446,2.03083682060242,3.60691332817078,5
614001,353,2,1,1,1,1,2,2000,51,3,1,3,24,5,2017,13,59,2002,32,1,1,5,1,1,1,NA,3,"",100,100,0,0,0,2,NA,1999,5,1,1999,18,2,2,"",1,3,1,1,-9,NA,NA,2,NA,1,100,2,NA,NA,NA,NA,NA,1,1,4,2,3,"Poultry",5121,80,4e+09,"Four Billion",1.5e+09,90,10,0,NA,NA,NA,NA,2003,0,0,90,10,1,3,NA,4,4,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,100,0,"France",7,2,4,NA,NA,NA,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,"",-9,2,NA,"","",2,"","",2,NA,NA,NA,70,30,0,70,30,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,1,10000000,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,NA,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",-9,1,1,1,2,2,NA,0,NA,2,NA,NA,2,NA,NA,3,4,0,4,1,-7,60,35,NA,NA,NA,NA,NA,NA,NA,0,60,0,12,-9,2,NA,NA,NA,NA,2,-7,-7,1,-7,2,2,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,2,1,8,54000000,NA,78000000,NA,NA,NA,NA,"Ceo",18,1,"",NA,NA,"",NA,NA,24,5,2017,14,37,2,2,1,NA,NA,1,1,2,0,1,1.11541867256165,2.09645295143127,3
614002,364,2,1,1,1,2,2,2000,15,1,1,1,18,4,2017,16,55,2002,32,1,1,3,1,1,1,NA,3,"",100,100,0,0,0,2,NA,2016,6,1,2016,33,2,2,"",2,NA,NA,1,-9,NA,NA,NA,0,2,NA,2,NA,NA,2,NA,NA,2,2,4,4,1,"Processing Of Agro Pastoral Products In Niger",1511,-9,-9,"",-7,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,0,-7,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,-9,NA,2,2,-7,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,-9,NA,"","",-9,"","",2,NA,-9,21,0,20,80,0,20,80,2,NA,NA,NA,NA,"",-7,1,-9,NA,2,NA,NA,-7,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,2,-7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,-9,2,NA,NA,"",NA,4,"",-9,-9,1,4,-9,2,NA,NA,-8,2,NA,NA,2,NA,NA,0,0,0,3,-9,-9,6,-7,5,1,-9,-9,-9,2,-9,NA,0,NA,NA,1,1,NA,-9,NA,-9,1,1,1,1,0,0,2,-9,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,3,1,-9,-9,-9,NA,-9,-9,-9,"Coordinator",1,1,"",NA,NA,"",NA,NA,18,4,2017,18,42,2,2,1,NA,NA,1,1,2,0,1,1.11541867256165,2.09645295143127,3
